Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income, Loan_Amount ,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002087,Female,No,0,Graduate,No,2500,$67.00 ,360,1,Urban,Y
LP002097,Male,No,1,Graduate,No,4384,$117.00 ,360,1,Urban,Y
LP002098,Male,No,0,Graduate,No,2935,$98.00 ,360,1,Semiurban,Y
LP002100,Male,No,,Graduate,No,2833,$71.00 ,360,1,Urban,Y
LP002101,Male,Yes,0,Graduate,,63337,$490.00 ,180,1,Urban,Y
LP002103,,Yes,1,Graduate,Yes,9833,$182.00 ,180,1,Urban,Y
LP002106,Male,Yes,,Graduate,Yes,5503,$70.00 ,,1,Semiurban,Y
LP002110,Male,Yes,1,Graduate,,5250,$160.00 ,360,1,Rural,Y
LP002112,Male,Yes,2,Graduate,Yes,2500,$176.00 ,360,1,Rural,Y
LP002113,Female,No,3+,Not Graduate,No,1830,,360,0,Urban,N
LP002114,Female,No,0,Graduate,No,4160,$71.00 ,360,1,Semiurban,Y
LP002115,Male,Yes,3+,Not Graduate,No,2647,$173.00 ,360,1,Rural,N
LP002116,Female,No,0,Graduate,No,2378,$46.00 ,360,1,Rural,N
LP002119,Male,Yes,1,Not Graduate,No,4554,$158.00 ,360,1,Urban,Y
LP002126,Male,Yes,3+,Not Graduate,No,3173,$74.00 ,360,1,Semiurban,Y
LP002128,Male,Yes,2,Graduate,,2583,$125.00 ,360,1,Rural,Y
LP002129,Male,Yes,0,Graduate,No,2499,$160.00 ,360,1,Semiurban,Y
LP002130,Male,Yes,,Not Graduate,No,3523,$152.00 ,360,0,Rural,N
LP002131,Male,Yes,2,Not Graduate,No,3083,$126.00 ,360,1,Urban,Y
LP002137,Male,Yes,0,Graduate,No,6333,$259.00 ,360,,Semiurban,Y
LP002138,Male,Yes,0,Graduate,No,2625,$187.00 ,360,1,Rural,Y
LP002139,Male,Yes,0,Graduate,No,9083,$228.00 ,360,1,Semiurban,Y
LP002140,Male,No,0,Graduate,No,8750,$308.00 ,360,1,Rural,N
LP002141,Male,Yes,3+,Graduate,No,2666,$95.00 ,360,1,Rural,Y
LP002142,Female,Yes,0,Graduate,Yes,5500,$105.00 ,360,0,Rural,N
LP002143,Female,Yes,0,Graduate,No,2423,$130.00 ,360,1,Semiurban,Y
LP002144,Female,No,,Graduate,No,3813,$116.00 ,180,1,Urban,Y
LP002149,Male,Yes,2,Graduate,No,8333,$165.00 ,360,1,Rural,Y
LP002151,Male,Yes,1,Graduate,No,3875,$67.00 ,360,1,Urban,N
LP002158,Male,Yes,0,Not Graduate,No,3000,$100.00 ,480,0,Urban,N
LP002160,Male,Yes,3+,Graduate,No,5167,$200.00 ,360,1,Semiurban,Y
LP002161,Female,No,1,Graduate,No,4723,$81.00 ,360,1,Semiurban,N
LP002170,Male,Yes,2,Graduate,No,5000,$236.00 ,360,1,Semiurban,Y
LP002175,Male,Yes,0,Graduate,No,4750,$130.00 ,360,1,Urban,Y
LP002178,Male,Yes,0,Graduate,No,3013,$95.00 ,300,,Urban,Y
LP002180,Male,No,0,Graduate,Yes,6822,$141.00 ,360,1,Rural,Y
LP002181,Male,No,0,Not Graduate,No,6216,$133.00 ,360,1,Rural,N
LP002187,Male,No,0,Graduate,No,2500,$96.00 ,480,1,Semiurban,N
LP002188,Male,No,0,Graduate,No,5124,$124.00 ,,0,Rural,N
LP002190,Male,Yes,1,Graduate,No,6325,$175.00 ,360,1,Semiurban,Y
LP002191,Male,Yes,0,Graduate,No,19730,$570.00 ,360,1,Rural,N
LP002194,Female,No,0,Graduate,Yes,15759,$55.00 ,360,1,Semiurban,Y
LP002197,Male,Yes,2,Graduate,No,5185,$155.00 ,360,1,Semiurban,Y
LP002201,Male,Yes,2,Graduate,Yes,9323,$380.00 ,300,1,Rural,Y
LP002205,Male,No,1,Graduate,No,3062,$111.00 ,180,0,Urban,N
LP002209,Female,No,0,Graduate,,2764,$110.00 ,360,1,Urban,Y
LP002211,Male,Yes,0,Graduate,No,4817,$120.00 ,180,1,Urban,Y
LP002219,Male,Yes,3+,Graduate,No,8750,$130.00 ,360,1,Rural,Y
LP002223,Male,Yes,0,Graduate,No,4310,$130.00 ,360,,Semiurban,Y
LP002224,Male,No,0,Graduate,No,3069,$71.00 ,480,1,Urban,N
LP002225,Male,Yes,2,Graduate,No,5391,$130.00 ,360,1,Urban,Y
LP002226,Male,Yes,0,Graduate,,3333,$128.00 ,360,1,Semiurban,Y
LP002229,Male,No,0,Graduate,No,5941,$296.00 ,360,1,Semiurban,Y
LP002231,Female,No,0,Graduate,No,6000,$156.00 ,360,1,Urban,Y
LP002234,Male,No,0,Graduate,Yes,7167,$128.00 ,360,1,Urban,Y
LP002236,Male,Yes,2,Graduate,No,4566,$100.00 ,360,1,Urban,N
LP002237,Male,No,1,Graduate,,3667,$113.00 ,180,1,Urban,Y
LP002239,Male,No,0,Not Graduate,No,2346,$132.00 ,360,1,Semiurban,Y
LP002243,Male,Yes,0,Not Graduate,No,3010,,360,0,Urban,N
LP002244,Male,Yes,0,Graduate,No,2333,$136.00 ,360,1,Urban,Y
LP002250,Male,Yes,0,Graduate,No,5488,$125.00 ,360,1,Rural,Y
LP002255,Male,No,3+,Graduate,No,9167,$185.00 ,360,1,Rural,Y
LP002262,Male,Yes,3+,Graduate,No,9504,$275.00 ,360,1,Rural,Y
LP002263,Male,Yes,0,Graduate,No,2583,$120.00 ,360,,Urban,Y
LP002265,Male,Yes,2,Not Graduate,No,1993,$113.00 ,180,1,Semiurban,Y
LP002266,Male,Yes,2,Graduate,No,3100,$113.00 ,360,1,Urban,Y
LP002272,Male,Yes,2,Graduate,No,3276,$135.00 ,360,,Semiurban,Y
LP002277,Female,No,0,Graduate,No,3180,$71.00 ,360,0,Urban,N
LP002281,Male,Yes,0,Graduate,No,3033,$95.00 ,360,1,Urban,Y
LP002284,Male,No,0,Not Graduate,No,3902,$109.00 ,360,1,Rural,Y
LP002287,Female,No,0,Graduate,No,1500,$103.00 ,360,0,Semiurban,N
LP002288,Male,Yes,2,Not Graduate,No,2889,$45.00 ,180,0,Urban,N
LP002296,Male,No,0,Not Graduate,No,2755,$65.00 ,300,1,Rural,N
LP002297,Male,No,0,Graduate,No,2500,$103.00 ,360,1,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,1963,$53.00 ,360,1,Semiurban,Y
LP002301,Female,No,0,Graduate,Yes,7441,$194.00 ,360,1,Rural,N
LP002305,Female,No,0,Graduate,No,4547,$115.00 ,360,1,Semiurban,Y
LP002308,Male,Yes,0,Not Graduate,No,2167,$115.00 ,360,1,Urban,Y
LP002314,Female,No,0,Not Graduate,No,2213,$66.00 ,360,1,Rural,Y
LP002315,Male,Yes,1,Graduate,No,8300,$152.00 ,300,0,Semiurban,N
LP002317,Male,Yes,3+,Graduate,No,81000,$360.00 ,360,0,Rural,N
LP002318,Female,No,1,Not Graduate,Yes,3867,$62.00 ,360,1,Semiurban,N
LP002319,Male,Yes,0,Graduate,,6256,$160.00 ,360,,Urban,Y
LP002328,Male,Yes,0,Not Graduate,No,6096,$218.00 ,360,0,Rural,N
LP002332,Male,Yes,0,Not Graduate,No,2253,$110.00 ,360,1,Rural,Y
LP002335,Female,Yes,0,Not Graduate,No,2149,$178.00 ,360,0,Semiurban,N
LP002337,Female,No,0,Graduate,No,2995,$60.00 ,360,1,Urban,Y
LP002341,Female,No,1,Graduate,No,2600,$160.00 ,360,1,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,1600,$239.00 ,360,1,Urban,N
LP002345,Male,Yes,0,Graduate,No,1025,$112.00 ,360,1,Rural,Y
LP002347,Male,Yes,0,Graduate,No,3246,$138.00 ,360,1,Semiurban,Y
LP002348,Male,Yes,0,Graduate,No,5829,$138.00 ,360,1,Rural,Y
LP002357,Female,No,0,Not Graduate,No,2720,$80.00 ,,0,Urban,N
LP002361,Male,Yes,0,Graduate,No,1820,$100.00 ,360,1,Urban,Y
LP002362,Male,Yes,1,Graduate,No,7250,$110.00 ,,0,Urban,N
LP002364,Male,Yes,0,Graduate,No,14880,$96.00 ,360,1,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,2666,$121.00 ,360,1,Rural,Y
LP002367,Female,No,1,Not Graduate,No,4606,$81.00 ,360,1,Rural,N
LP002368,Male,Yes,2,Graduate,No,5935,$133.00 ,360,1,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,2920,$87.00 ,360,1,Rural,Y
LP002370,Male,No,0,Not Graduate,No,2717,$60.00 ,180,1,Urban,Y
LP002377,Female,No,1,Graduate,Yes,8624,$150.00 ,360,1,Semiurban,Y
LP002379,Male,No,0,Graduate,No,6500,$105.00 ,360,0,Rural,N
LP002386,Male,No,0,Graduate,,12876,$405.00 ,360,1,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,2425,$143.00 ,360,1,Semiurban,Y
LP002390,Male,No,0,Graduate,No,3750,$100.00 ,360,1,Urban,Y
LP002393,Female,,,Graduate,No,10047,,240,1,Semiurban,Y
LP002398,Male,No,0,Graduate,No,1926,$50.00 ,360,1,Semiurban,Y
LP002401,Male,Yes,0,Graduate,No,2213,,360,1,Urban,Y
LP002403,Male,No,0,Graduate,Yes,10416,$187.00 ,360,0,Urban,N
LP002407,Female,Yes,0,Not Graduate,Yes,7142,$138.00 ,360,1,Rural,Y
LP002408,Male,No,0,Graduate,No,3660,$187.00 ,360,1,Semiurban,Y
LP002409,Male,Yes,0,Graduate,No,7901,$180.00 ,360,1,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,4707,$148.00 ,360,1,Semiurban,Y
LP002422,Male,No,1,Graduate,No,37719,$152.00 ,360,1,Semiurban,Y
LP002424,Male,Yes,0,Graduate,No,7333,$175.00 ,300,,Rural,Y
LP002429,Male,Yes,1,Graduate,Yes,3466,$130.00 ,360,1,Rural,Y
LP002434,Male,Yes,2,Not Graduate,No,4652,$110.00 ,360,1,Rural,Y
LP002435,Male,Yes,0,Graduate,,3539,$55.00 ,360,1,Rural,N
LP002443,Male,Yes,2,Graduate,No,3340,$150.00 ,360,0,Rural,N
LP002444,Male,No,1,Not Graduate,Yes,2769,$190.00 ,360,,Semiurban,N
LP002446,Male,Yes,2,Not Graduate,No,2309,$125.00 ,360,0,Rural,N
LP002447,Male,Yes,2,Not Graduate,No,1958,$60.00 ,300,,Urban,Y
LP002448,Male,Yes,0,Graduate,No,3948,$149.00 ,360,0,Rural,N
LP002449,Male,Yes,0,Graduate,No,2483,$90.00 ,180,0,Rural,Y
LP002453,Male,No,0,Graduate,Yes,7085,$84.00 ,360,1,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,3859,$96.00 ,360,1,Semiurban,Y
LP002459,Male,Yes,0,Graduate,No,4301,$118.00 ,360,1,Urban,Y
LP002467,Male,Yes,0,Graduate,No,3708,$173.00 ,360,1,Urban,N
LP002472,Male,No,2,Graduate,No,4354,$136.00 ,360,1,Rural,Y
LP002473,Male,Yes,0,Graduate,No,8334,$160.00 ,360,1,Semiurban,N
LP002478,,Yes,0,Graduate,Yes,2083,$160.00 ,360,,Semiurban,Y
LP002484,Male,Yes,3+,Graduate,No,7740,$128.00 ,180,1,Urban,Y
LP002487,Male,Yes,0,Graduate,No,3015,$153.00 ,360,1,Rural,Y
LP002489,Female,No,1,Not Graduate,,5191,$132.00 ,360,1,Semiurban,Y
LP002493,Male,No,0,Graduate,No,4166,$98.00 ,360,0,Semiurban,N
LP002494,Male,No,0,Graduate,No,6000,$140.00 ,360,1,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,No,2947,$70.00 ,180,0,Urban,N
LP002501,,Yes,0,Graduate,No,16692,$110.00 ,360,1,Semiurban,Y
LP002502,Female,Yes,2,Not Graduate,,210,$98.00 ,360,1,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,4333,$110.00 ,360,1,Urban,N
LP002515,Male,Yes,1,Graduate,Yes,3450,$162.00 ,360,1,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,2653,$113.00 ,180,0,Rural,N
LP002519,Male,Yes,3+,Graduate,No,4691,$100.00 ,360,1,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,2500,$93.00 ,360,,Urban,Y
LP002524,Male,No,2,Graduate,No,5532,$162.00 ,360,1,Rural,Y
LP002527,Male,Yes,2,Graduate,Yes,16525,$150.00 ,360,1,Rural,Y
LP002529,Male,Yes,2,Graduate,No,6700,$230.00 ,300,1,Semiurban,Y
LP002530,,Yes,2,Graduate,No,2873,$132.00 ,360,0,Semiurban,N
LP002531,Male,Yes,1,Graduate,Yes,16667,$86.00 ,360,1,Semiurban,Y
LP002533,Male,Yes,2,Graduate,No,2947,,360,1,Urban,N
LP002534,Female,No,0,Not Graduate,No,4350,$154.00 ,360,1,Rural,Y
LP002536,Male,Yes,3+,Not Graduate,No,3095,$113.00 ,360,1,Rural,Y
LP002537,Male,Yes,0,Graduate,No,2083,$128.00 ,360,1,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,10833,$234.00 ,360,1,Semiurban,Y
LP002543,Male,Yes,2,Graduate,No,8333,$246.00 ,360,1,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,No,1958,$131.00 ,360,1,Rural,Y
LP002545,Male,No,2,Graduate,No,3547,$80.00 ,360,0,Rural,N
LP002547,Male,Yes,1,Graduate,No,18333,$500.00 ,360,1,Urban,N
LP002555,Male,Yes,2,Graduate,Yes,4583,$160.00 ,360,1,Semiurban,Y
LP002556,Male,No,0,Graduate,No,2435,$75.00 ,360,1,Urban,N
LP002560,Male,No,0,Not Graduate,No,2699,$96.00 ,360,,Semiurban,Y
LP002562,Male,Yes,1,Not Graduate,No,5333,$186.00 ,360,,Urban,Y
LP002571,Male,No,0,Not Graduate,No,3691,$110.00 ,360,1,Rural,Y
LP002582,Female,No,0,Not Graduate,Yes,17263,$225.00 ,360,1,Semiurban,Y
LP002585,Male,Yes,0,Graduate,No,3597,$119.00 ,360,0,Rural,N
LP002586,Female,Yes,1,Graduate,No,3326,$105.00 ,84,1,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,No,2600,$107.00 ,360,1,Rural,Y
LP002588,Male,Yes,0,Graduate,No,4625,$111.00 ,12,,Urban,Y
LP002600,Male,Yes,1,Graduate,Yes,2895,$95.00 ,360,1,Semiurban,Y
LP002602,Male,No,0,Graduate,No,6283,$209.00 ,360,0,Rural,N
LP002603,Female,No,0,Graduate,No,645,$113.00 ,480,1,Rural,Y
LP002606,Female,No,0,Graduate,No,3159,$100.00 ,360,1,Semiurban,Y
LP002615,Male,Yes,2,Graduate,No,4865,$208.00 ,360,1,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,No,4050,$138.00 ,360,,Rural,N
LP002619,Male,Yes,0,Not Graduate,No,3814,$124.00 ,300,1,Semiurban,Y
LP002622,Male,Yes,2,Graduate,No,3510,$243.00 ,360,1,Rural,Y
LP002624,Male,Yes,0,Graduate,No,20833,$480.00 ,360,,Urban,Y
LP002625,,No,0,Graduate,No,3583,$96.00 ,360,1,Urban,N
LP002626,Male,Yes,0,Graduate,Yes,2479,$188.00 ,360,1,Urban,Y
LP002634,Female,No,1,Graduate,No,13262,$40.00 ,360,1,Urban,Y
LP002637,Male,No,0,Not Graduate,No,3598,$100.00 ,360,1,Rural,N
LP002640,Male,Yes,1,Graduate,No,6065,$250.00 ,360,1,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,3283,$148.00 ,360,1,Urban,Y
LP002648,Male,Yes,0,Graduate,No,2130,$70.00 ,180,1,Semiurban,N
LP002652,Male,No,0,Graduate,No,5815,$311.00 ,360,1,Rural,N
LP002659,Male,Yes,3+,Graduate,No,3466,$150.00 ,360,1,Rural,Y
LP002670,Female,Yes,2,Graduate,No,2031,$113.00 ,480,1,Semiurban,Y
LP002682,Male,Yes,,Not Graduate,No,3074,$123.00 ,360,0,Semiurban,N
LP002683,Male,No,0,Graduate,No,4683,$185.00 ,360,1,Semiurban,N
LP002684,Female,No,0,Not Graduate,No,3400,$95.00 ,360,1,Rural,N
LP002689,Male,Yes,2,Not Graduate,No,2192,$45.00 ,360,1,Semiurban,Y
LP002690,Male,No,0,Graduate,No,2500,$55.00 ,360,1,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,5677,$100.00 ,360,1,Rural,Y
LP002693,Male,Yes,2,Graduate,Yes,7948,$480.00 ,360,1,Rural,Y
LP002697,Male,No,0,Graduate,No,4680,,360,1,Semiurban,N
LP002699,Male,Yes,2,Graduate,Yes,17500,$400.00 ,360,1,Rural,Y
LP002705,Male,Yes,0,Graduate,No,3775,$110.00 ,360,1,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,No,5285,$161.00 ,360,0,Semiurban,Y
LP002714,Male,No,1,Not Graduate,No,2679,$94.00 ,360,1,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,6783,$130.00 ,360,1,Semiurban,Y
LP002717,Male,Yes,0,Graduate,No,1025,$216.00 ,360,,Rural,Y
LP002720,Male,Yes,3+,Graduate,No,4281,$100.00 ,360,1,Urban,Y
LP002723,Male,No,2,Graduate,No,3588,$110.00 ,360,0,Rural,N
LP002729,Male,No,1,Graduate,No,11250,$196.00 ,360,,Semiurban,N
LP002731,Female,No,0,Not Graduate,Yes,18165,$125.00 ,360,1,Urban,Y
LP002732,Male,No,0,Not Graduate,,2550,$126.00 ,360,1,Rural,Y
LP002734,Male,Yes,0,Graduate,No,6133,$324.00 ,360,1,Urban,Y
LP002738,Male,No,2,Graduate,No,3617,$107.00 ,360,1,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,2917,$66.00 ,360,1,Rural,N
LP002740,Male,Yes,3+,Graduate,No,6417,$157.00 ,180,1,Rural,Y
LP002741,Female,Yes,1,Graduate,No,4608,$140.00 ,180,1,Semiurban,Y
LP002743,Female,No,0,Graduate,No,2138,$99.00 ,360,0,Semiurban,N
LP002753,Female,No,1,Graduate,,3652,$95.00 ,360,1,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,No,2239,$128.00 ,360,1,Urban,Y
LP002757,Female,Yes,0,Not Graduate,No,3017,$102.00 ,360,,Semiurban,Y
LP002767,Male,Yes,0,Graduate,No,2768,$155.00 ,360,1,Rural,Y
LP002768,Male,No,0,Not Graduate,No,3358,$80.00 ,36,1,Semiurban,N
LP002772,Male,No,0,Graduate,No,2526,$145.00 ,360,1,Rural,Y
LP002776,Female,No,0,Graduate,No,5000,$103.00 ,360,0,Semiurban,N
LP002777,Male,Yes,0,Graduate,No,2785,$110.00 ,360,1,Rural,Y
LP002778,Male,Yes,2,Graduate,Yes,6633,,360,0,Rural,N
LP002784,Male,Yes,1,Not Graduate,No,2492,,360,1,Rural,Y
LP002785,Male,Yes,1,Graduate,No,3333,$158.00 ,360,1,Urban,Y
LP002788,Male,Yes,0,Not Graduate,No,2454,$181.00 ,360,0,Urban,N
LP002789,Male,Yes,0,Graduate,No,3593,$132.00 ,180,0,Rural,N
LP002792,Male,Yes,1,Graduate,No,5468,$26.00 ,360,1,Semiurban,Y
LP002794,Female,No,0,Graduate,No,2667,$84.00 ,360,,Urban,Y
LP002795,Male,Yes,3+,Graduate,Yes,10139,$260.00 ,360,1,Semiurban,Y
LP002798,Male,Yes,0,Graduate,No,3887,$162.00 ,360,1,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,4180,$182.00 ,360,1,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,3675,$108.00 ,360,1,Semiurban,Y
LP002813,Female,Yes,1,Graduate,Yes,19484,$600.00 ,360,1,Semiurban,Y
LP002820,Male,Yes,0,Graduate,No,5923,$211.00 ,360,1,Rural,Y
LP002821,Male,No,0,Not Graduate,Yes,5800,$132.00 ,360,1,Semiurban,Y
LP002832,Male,Yes,2,Graduate,No,8799,$258.00 ,360,0,Urban,N
LP002833,Male,Yes,0,Not Graduate,No,4467,$120.00 ,360,,Rural,Y
LP002836,Male,No,0,Graduate,No,3333,$70.00 ,360,1,Urban,Y
LP002837,Male,Yes,3+,Graduate,No,3400,$123.00 ,360,0,Rural,N
LP002840,Female,No,0,Graduate,No,2378,$9.00 ,360,1,Urban,N
LP002841,Male,Yes,0,Graduate,No,3166,$104.00 ,360,0,Urban,N
LP002842,Male,Yes,1,Graduate,No,3417,$186.00 ,360,1,Urban,Y
LP002847,Male,Yes,,Graduate,No,5116,$165.00 ,360,0,Urban,N
LP002855,Male,Yes,2,Graduate,No,16666,$275.00 ,360,1,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,6125,$187.00 ,480,1,Semiurban,N
LP002863,Male,Yes,3+,Graduate,No,6406,$150.00 ,360,1,Semiurban,N
LP002868,Male,Yes,2,Graduate,No,3159,$108.00 ,84,1,Urban,Y
LP002872,,Yes,0,Graduate,No,3087,$136.00 ,360,0,Semiurban,N
LP002874,Male,No,0,Graduate,No,3229,$110.00 ,360,1,Urban,Y
LP002877,Male,Yes,1,Graduate,No,1782,$107.00 ,360,1,Rural,Y
LP002888,Male,No,0,Graduate,,3182,$161.00 ,360,1,Urban,Y
LP002892,Male,Yes,2,Graduate,No,6540,$205.00 ,360,1,Semiurban,Y
LP002893,Male,No,0,Graduate,No,1836,$90.00 ,360,1,Urban,N
LP002894,Female,Yes,0,Graduate,No,3166,$36.00 ,360,1,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,1880,$61.00 ,360,,Rural,N
LP002911,Male,Yes,1,Graduate,No,2787,$146.00 ,360,0,Rural,N
LP002912,Male,Yes,1,Graduate,No,4283,$172.00 ,84,1,Rural,N
LP002916,Male,Yes,0,Graduate,No,2297,$104.00 ,360,1,Urban,Y
LP002917,Female,No,0,Not Graduate,No,2165,$70.00 ,360,1,Semiurban,Y
LP002925,,No,0,Graduate,No,4750,$94.00 ,360,1,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,2726,$106.00 ,360,0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,3000,$56.00 ,180,1,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,6000,$205.00 ,240,1,Semiurban,N
LP002933,,No,3+,Graduate,Yes,9357,$292.00 ,360,1,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,3859,$142.00 ,180,1,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,16120,$260.00 ,360,1,Urban,Y
LP002940,Male,No,0,Not Graduate,No,3833,$110.00 ,360,1,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6383,$187.00 ,360,1,Rural,N
LP002943,Male,No,,Graduate,No,2987,$88.00 ,360,0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,9963,$180.00 ,360,1,Rural,Y
LP002948,Male,Yes,2,Graduate,No,5780,$192.00 ,360,1,Urban,Y
LP002949,Female,No,3+,Graduate,,416,$350.00 ,180,,Urban,N
LP002950,Male,Yes,0,Not Graduate,,2894,$155.00 ,360,1,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,5703,$128.00 ,360,1,Urban,Y
LP002958,Male,No,0,Graduate,No,3676,$172.00 ,360,1,Rural,Y
LP002959,Female,Yes,1,Graduate,No,12000,$496.00 ,360,1,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,2400,,180,1,Urban,N
LP002961,Male,Yes,1,Graduate,No,3400,$173.00 ,360,1,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,3987,$157.00 ,360,1,Rural,Y
LP002974,Male,Yes,0,Graduate,No,3232,$108.00 ,360,1,Rural,Y
LP002978,Female,No,0,Graduate,No,2900,$71.00 ,360,1,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,4106,$40.00 ,180,1,Rural,Y
LP002983,Male,Yes,1,Graduate,No,8072,$253.00 ,360,1,Urban,Y
LP002984,Male,Yes,2,Graduate,No,7583,$187.00 ,360,1,Urban,Y
LP002990,Female,No,0,Graduate,Yes,4583,$133.00 ,360,0,Semiurban,N
